text,label
yg nangis sbb takut sgt yg kene virus corona tu sbb wktu tu simptom tgh alami wktu tu mmg seksa wktu tu prnh kene ttibe kene alhamdulillah berminggu terseksa finally dh sihat sejahtera sksksk,no
todunglubis kumpul soacial distancing pamer kasihan yg aturan psbb,no
irenamahardika psbb bulukan diaa,no
pembukaan psbb gank nya mamah langsung arisan heboh banget kaya hajatan mantapssszzzzz,no
soobiane berencana dki jakarta psbb urus sikm lakukan test swab kota keberangkatan info https t co mjzdwavhnu,yes
karbu rator jkw jkw menkes menkes nya kss suspek corona gak masuk indonesia nya orang indonesia ku at2 atasi corona gak anggaran buzerp nya 72 m,no
soviet foxtrot kali gegara psbb kantong rekening bener bener zero suka muak lihat jargon indonesia terserah dirumah aja krn beneran ngga sinergi kantong true zero maret,no
jeanaprilia96 istilah social distancing amp psbb yg g ngerti ditambah new normal nambahin keresahan masyarakat,no
kah11hau11 terima kasih bro kenangan kot2 abis dah covid 19 nampak perbedaan situ,no
ariefyudhaw konsep teebaru physical distancing,no
prfmnews min psbb dilanjut engga min,no
proses bisnis aktivitas perusahaan diupayakan berjalan penerapan pola hidup bersih sehat menjaga physical distancing sambutan direksi acara diisi sambutan ucapan selamat ketua anggota dewas pjt i https t co oswjxccjur,no
langkah preventif covid 19 kondisi new normal,no
ya allah tdk menerapkan psbb,no
petugas memeriksa surat izin masuk sikm diarahkan arah merak arah jabobetabek,yes
pengantar presiden memimpin ratas persiapan pelaksanaan protokol tatanan normal produktif aman covid 19 https t co tohdudnalx nkri nasional nusantara coronabisadisembuhkan coronabisadicegah,yes
wwulansa foodfess2 yuk gass tp jgn sore2 pas jam kerja biar sepi,no
abetpunx menkes bilang yg sakit pk masker ributtttt sosmed jokowi giliran menkes sebelah ngomong yg mingkeemmm membenarkan dasar bahlul ngablak sok pinter,no
qwe qwe qwe,no
lovelysinaga79 kalo kebijakan pemerintah bertentangan oposisi kebijakan pemerintah udh gitu ajah,no
gemes sm yg bilang sombong ngilang elah gada corona aja boro2 ketemu chatan aja hilang timbul kyk gaperlu nanya kabar aja gak nyari aja nggak kemarin2 yg sombong hayo,no
keputusan gubernur jatim memperpanjang transisi new normal pimpinan daerah malang raya salah perhatian tim pemprov giripurno kota batu https t co lsnov9ovhp,yes
dausucuz cuti ngumpul ngumpul ajak warga depok ekre hafidzh adit wkwkwk,no
penyakit obatnya sesuai penyakit obatnya sembuh izin allah,no
stay at home physical distancing belajar ibadah rumah https t co qcxztdoddo,no
nnkatm emg nih corona,no
mardanialisera yes kebijakan pemerintah,no
tetapijodohmu iiiikkkkkk semangat yak semoga lancar cpt sembuh,no
selfolmates mencari hiburan kadang pahitnya,no
rangka mendukung penertiban pelaksanaan pembatasan kegiatan masyarakat kota semarang tim kesbanglol jateng melaksanakan sosialisasi pencegahan covid 19 pengetatan social amp physical distancing yg kali sasaran pelaksanaan karangroto bangetayu pasar genuk https t co 77elro4f81,yes
r0 virus corona semarang angka 1 47 https t co tyjm3iprqg,no
mmg nya elemen negara masyarakat bersatu padu utk menyingkirkan virus covid 19 dr negeri 62 perbedaan,no
guys serius gue swab test dokumen masuk kerja tetangga gue pdp gue gadai kamar aja deh tanggalnya masi jau banget gue gadai kamar aja gue take ambil bayar dihari kamis besok gue gadai 2d under 1jt https t co hunqrmcday,no
menjauh kerumunan physical distancing antisipasi bek menowo cangkemku kebablasen,no
dunia bertambah 30 412 covid 19 brazil tembus angka 800 ribu https t co t5hircfans,yes
manisharajput55 bhgwan na kre apke ghr kisi ko corona ho tb bolna ye hi h to petrol diesel q use krte ho wo b muslim countries ata h,no
4 alhamdulillah kota jakarta orang memperjuangkan khilafah gimana serayu89517260 ramadhan istimewa ulwo,no
pokkybin srius lov wkt dibalik foto presiden,no
lock down psbb herd immunity the new normal dgn berbgai pengetatn protokol covid 19 bisakh aparat amp warga 62 mmatuhiny buknkah sdh kata2 pasrah terserah indonesia jdi ayo rame2 mall ayo rame2 terppar ayo rame2 skit rame2 kbal ato rame2 metong,no
bus mewah antarkota viral dibicarakan media sosial desainnya menunjang physical distancing kumparantravel https t co spsmhwyym0,no
snourlaxx cari obat apotek namanya degirol sp troches konsumsi obatnya dihisap kayak permen apotek tempatku kerja strip degirol 12k doang,no
kaesangp chilli pari tukang pisang jan nelpon anak presiden woi wkwk,no
cnnindonesia psbb dki kritik gub mall dibuka dukung2 ajah tuh,no
mardanialisera ah si mencla mendle kmrn sibuk teriak lockdown dikasi psbb ribut skrg dilepaskan psbb nya masuk new normal ribut yg tindakan pemerintah indikator nya pks ribut,no
virus congorna corona arek,no
geloraco presiden layak diganti periode hasilnya ancur periode ancur udah menang dgn curang,no
bingung serba salah kalo ga aksi ga diwaro kalo aksi ya udah berasa sia sia ga sih usaha tenaga medis sounding social physical distancing,no
pemprov dki jakarta memutuskan membuka hiburan pembatasan sosial berskala transisi https t co rppmk1lrid pemprovdkijakarta diskotek viruscorona,yes
10 04 pelaksanaan kegiatan check point rangka operasi ketupat pintu gerbang tol tj priuk 1 jakut tundabalikkejakarta opsketupatcegahcovid19 https t co s33kgksqst,no
anggota dpr mpr dprd pemprov gubernur sampe tguppnya belajarlah dr bersikap amanah berjiwa koruptor https t co zvjyyw1gjg,no
othsidme kelar corona ngemall lgsung,no
mediterariaa lebaran beda banget suasananya akibat physical distancing gak silaturahmi kerabat saudara bersalam2an keceriaan khas raya semoga lebaran terbebas corona aamiin,no
eecaaaaa semoga kak eca keluarga rejeki nya lancar berkah biar bikin ga corona pergi bumi tau ga sih,no
oalah pantesan si n 1 b berani melawan petugas kepolisian terkait pelanggaran protokol psbb physical distancing surabaya area ohh sulap sihir mata jreng jreng 1juni 1juni2020 pancasiladay pancasilasakti pancasilafinal https t co cf8nypbas3,no
kepikiran coba warga negara nanganin nya chill tetep isolasi gak ngambil barang bener2 ttp resesi ekonomi gak harga insyaallah stabil kurva corona stabil cenderung turun,no
yah social distancing klo smua disuruh kerja wktu yg dak bingung disuruh physical distancing tpi wajib masuk kerja smua hrusnya cuber yah cuber dimaksimalkan bkin psbb karantina kesehatan serempak massif,no
kuasa hukum berharap dwi sasono dipindahkan rehabilitasi https t co d5wudk9s6c,yes
ismirathi ismylife97 pdhl kmrin kmtu jki sblm corona menyerang,no
barebeaaar enak ngeluarin virus virus corona nya wkwk,no
so gesss mengabadikan sw teori konspirasi nya corona virus a thread coronavirusindonesia coronavirus 2019ncov thread,no
kelar corona karaoke gw ya perintah chowoodz,no
cnnindonesia contohin presiden n cucu jalan2 pake mrt wisata rakyat,no
virus corona kah,no
pas walikota bandung kang emil warga milenial bandung jujur pas doi nyalonin gubernur rela warga bandung kang emil milik bandung,no
warga binaan babinsa desa batu gajah komsos covid 19 ditengah ramadhan https t co uiqm9pd8o8,no
pasien virus corona alami gastro coronavirus,yes
download aplikasi here wego appgallery huawei kesayangan siap psbb kemana share comment,no
susipudjiastuti prabuharsito sy pendukung mengidolakan jokowi utk menetapkan menteri kkp kesalahan repot kalo partai politik bermain semoga nelayan lobster msh bertahan,no
dearvaliant lha iya pilgub walikota 2x gubernur 1x iya pemkot pemprovnya ga sinkron,no
remek pol minggu iki lor awak badan antemi kiwo tengen rasane skripsian koyok ngene tambahi corona dadi mawot kabeh koyok sego goreng gak karetan,no
ayo kpk loyo system pelatihan nya yg errror korup bansos nya pelatihan pra kerja nya yg distop sarana bancakin dana apbd ya milenial ngerjain orang tua https t co wtk3zpx7ao,no
tirta hudhi tetep aja ujungnya lu promoin biar org2 bergerombol hw merasakan new normal yg lu lakuin keren bgt emg nih influencer yg anti covid yg mengharuskan social distancing,no
infobdg vitafahmi emg cibiru cipadung uber extraordinary masyrakat2 nya bkin minder corona,no
video tentang plandemic corona,no
pemerintah jepang memutuskan membuang oven microwave negara warga negara organisasi memenuhi persyaratan diancam denda hukuman penjara alasan larangan oven microwave negeri matahari terbit penelitian ilmuwan universitas hiroshima menemukan gelombang radio menyebabkan kerusakan kesehatan warga 20 oven microwave berbahaya bom atom amerika hiroshima nagasaki september 1945 ahli makanan dipanaskan oven microwave memiliki getaran radiasi sehat produsen oven microwave terbesar jepang ditutup produk diproduksi 2021 produksi oven microwave dihentikan diumumkan korea selatan china berencana meninggalkan jenis teknologi 2023 konferensi pencegahan kanker diadakan kashira cancer centre rekomendasi konferensi bahan makanan dihindari 1 minyak olahan 2 susu berasal hewan makan baterai ponsel mati angkat telepon radiasi 1000 kali kuat baterai terisi,yes
enak rebahan doraemon cicit cicit bilang gini akibat ang ku pamaleh psbb anak cucu cicit dimasa ndk bahagia auto panik,no
mengambil alih pemerintahan atap pintu tebuk atap haji hadi awang presiden pas selamber kutuk presiden https t co 5oncnze3ql https t co rsfohsvgn3,no
nur azieka semoga ayah awk cepat sembuh aamiin,no
corona lu gk mao mudik udh mao puasa nih,no
prakarsawilly hilmi28 btw depok jawa barat gog ngapain pake apbd dki jakarta,no
some1youlike semangatt ppdb dlu ak jg dikasi surprise sm pemprov,no
huwaidaanggie jogging aja gausah pake masker social and physical distancing cari sepi,no
alhamdulillah tana tidung insyaallah mengemban dakwah rasulullah jakarta gt gt ramadhan istimewa happyramadhan tarhibramadhanonline w2uj,no
persiapan pelaksanaan protokol tatanan kenormalan bersatulawancovid19 7isjin https t co a5ocnadxnz,no
repost onenewsonlineofficial perdana menteri tan sri muhyiddin yassin mengadakan sidang video menteri kanan keselamatan datuk seri ismail sabri yaakob ketua pengarah kesihatan datuk dr https t co xd7vc6kiaq,no
siziiaa indonesia menghadapi krisis akibat virus corona oblcegahphk,no
gehara corona biasain dirumah aja mengandalkan teknologi nya terbiasa nya parah si kalo sampe konspirasi,no
sedvktive cepet sembuh ya crush nya smrtprn,no
hiburan malam rawan penyebaran virus corona korsel taucepattanpabatas beritaterkini international beritainternasional https t co efr1kstfws,yes
kalo gitu positif utbk,no
bismillah anak asuh yatim annur gandul cinere berdoa keselamatan indonesia senantiasa terlindungi virus covid 19 semoga ramadhan penuh keberkahan aamiin 1harilagiramadhansegeratiba bantukebutuhanmakanyatim,no
yg mas sonnymumbunan komunikasi risiko yg terbuka masyarakat nz memahami sense of urgency penerapan psbb https t co bfxxssqvmp,no
corona sengaja vaksin nya jual gilah sih dunia,no
layananjakarta dr arah purwakarta lwt tol arah jakarta sikm jg ktp amp plat no kendaraan jakarta,no
koarkoar tolak new normal yg nolak yg pas psbb keluyuran sanasini,no
innayaputri72 ganti sesungguhnya sah angkat presiden hasil kecurangan cocok ganti guling rezim,no
null pemprov dki susun protokol kesehatan hiburan event hibur https t co 26m0lnwvxa,yes
jiaalink gamau ak jd gubernur,no
corona traveling ksini,no
muter2 sidoarjo cari makan gaboleh makan wkwk yaiyalah psbb dibeliin doang makasi https t co vnwcgnqyjb,no
asmirul menteri rujuk kfa isu kelulusan rm1 5 juta bhsukan,no
kalo corona udhan lu lakuin,no
aiek esthreem addiems hepatitis acute hahaha x3 sdh selesai brow kl g presiden nya jokowi baiknya cari presiden bebas copas2 narasi basi,no
alfiasdyah1 usaha dapetin uang yg gede,no
egis sabtilia positif thingkin mba tuhan kesempatan belajar,no
yaallah satpam sekolah ngira yg lulus snm padal klas 12 aja blom,no
null pemprov dki susun protokol kesehatan hiburan event hibur https t co wtlzosffx4,no
rosieschalamet liat vidio nya digituin sampe meninggal,no
happy birthday badsvmmr corona kelar traktir kek woi,no
stop mudik mari lawan covid 19 dirumah hindari keramaian humaspolrestelukbintuni bersatulawancovid19 jagajarak janganmudik pakaimasker dirumahaja,no
jaemcna yu ka mutualan jaemin set kaa dom depok,no
komitmen disiplin tanggung warga mari menjaga newnormal bersatulawancovid19,no
gangerti masyarakat kota gw udah tau 1 suspect covid 19 ngadain acara parah nya pemerintah daerah udah bilang keramaian perkumpulan acara and now acara nya semoga,no
majlis pelajar kerajaan sedia sop terbaik kampung elak kluster covid 19,no
fmtoday setakat dr mahathir mahu perdana menteri beliau memilih datuk seri anwar ibrahim perdana menteri timbalan perdana menteri sumber mahathir anwar mmg sah pm tepi mati,no
hai sobatkerja tipskerja kesjaor kemenkesri terhindar pandemi covid19 https t co opstswlgvj tipskerja motivasikerja menjagakesehatan germas bersatulawancovid19 https t co srpng0dpqa,no
null new normal pariwisata presiden jokowi siapkan protokol kesehatan ketat,yes
gubernur wahidin cari kerja banten https t co ky31sqs8oj,no
indonesia jambi beritaterkini jambiseru viral antisipasi corona bupati merangin al haris liburkan sekolah 23 maret 2020,yes
jam kerja suda normal jam bangun tidur edisi ramadhan psbb,no
mhdafi udah maren sebelom corona,no
ndorotedjo yourshippou d ophy itjen kemdikbud maaf mas izin berpendapat mengurusi corona wewenang kemenkes lintas sektor mas nya andil kemendikbud pendidikan gak seformal belajar indo matem ipa dll salam,no
telyufess kebangetan si kalo ngga direvisi nya denger info psbb diperpanjang,no
cagubnyinyir2 djanchoek eko alaya jenk kelinn zenkdelya jokoumb64504158 novapermana8 veraagustian bgm dg konpers nya presiden krn info menkes data nya bodong,no
alhamdulillah hasil rafid test negatif covid 19 dinkes provinsi lampung,no
depa mesti menyesal kena pasal jawatan menteri depa rebut2 kat dunia ni,no
perbedaan shalat jumat shalat berjamaah mesjid new normal prosedur covid 19 dipatuhi cuci tangan pake sabun cek suhu tubuh pakai masker jaga jarak 1 5 m jangan https t co qnseuc0nc4,no
edy rahmayadi perpanjang tanggap darurat covid 19 sumut 7 juni,yes
presiden gak sejarah republik dibangga2kan orang plonga plongo tukang kibul cok,no
orang ramai puas hati dgn bil elektrik rujuk amp ajukan perkara tnb suruhanjaya tenaga kementerian amp tnb penjelasan rakyat atasi kekeliruan menteri tenaga amp sumber asli datuk dr shamsul anuar nasarah,no
bhabinkamtibmas menghimbau masyarkat rumah wajib memakai masker menjaga jarak physical distancing pencegahan penularan virus corona covid 19 rangka menciptakan hidup sehat pakaimasker dirumahsaja jagajarak hindarikerumunan https t co ynmcn5vvgt,yes
andihiyat liburan karna diliburkan mencegah virus corona,no
dr koko28 apanya yg new normal dok nambahin cuci tangan pake sanitizer masker jaga jarak dll yg pinjem masker kalo macet2an krl yg ramenya kayak gitu kalo udah kerja normal emang physical distancing,no
percaya ga sih angka bali 400 ga psbb kalsel udah 700,no
diperhatikan new normal 1 pakai masker bepergian 2 rajin cuci tangan 3 jaga jarak physical distancing 4 menerapkan pola hidup sehat newnormal https t co y9sukd9bgu,no
himbauan jgn panik ttp beraktifitas teriak lokdon dikasih psbb lokdon himbauan jgn rumah teriak ekonomi mati coba diterapkan new normal blh rumah aktivitas spt tp pakai protokol covid teriak pemerintah tdk melindungi tdk perhatian zalim,no
callmekeeen iyani terbaru edisi corona,no
arsip mas mulyadi kuping tipis hobi ngeblok dikeluarin sandalista1789 jejak digitalmu jorok ngaku kenal presiden amp gak dibayar menghapus ingatan orang kelakuanmu dibayar dibelakang pake komisaris dubes https t co rkf6v1w2nr,no
mantaaaf mas ganjar salam sehat,no
tom bertitel designated survivor anggota kabinet suksesor presiden orang orang terdekat mengalami musibah peristiwa ditakutkan,no
hhmm bayangin elu jodoh nana vc brng hi sayanggggg luv u luv u to kangen bgt jugaaaa kalu corona dah selese ketemuan yaa aw bayangin aja kenyataan,no
